user_prompt_index,split,answerable,category,information_type,n_hallucinated_models
2023,unknown,True,POLITICS,IDENTITY,3
2028,unknown,True,TECHNOLOGY,IDENTITY,0
2029,unknown,True,POLITICS,OTHER,3
2030,unknown,True,OTHER,TEMPORAL,1
2032,unknown,True,SPORTS,OTHER,3
2034,unknown,True,POLITICS,TEMPORAL,2
2036,unknown,True,SPORTS,TEMPORAL,0
2037,unknown,True,MOVIES_AND_TV,OTHER,3
2038,unknown,True,SCIENCE,TEMPORAL,2
2041,unknown,True,POLITICS,OTHER,1
2044,unknown,True,POLITICS,TEMPORAL,2
2047,unknown,True,FOOD,IDENTITY,3
2053,unknown,True,POLITICS,OTHER,2
2056,unknown,True,MOVIES_AND_TV,IDENTITY,1
2058,unknown,True,POLITICS,IDENTITY,0
206,unknown,True,SPORTS,NUMERICAL,1
2062,unknown,True,BUSINESS,IDENTITY,2
2065,unknown,True,MOVIES_AND_TV,TEMPORAL,3
2067,unknown,True,POLITICS,IDENTITY,0
2070,unknown,True,POLITICS,IDENTITY,1
2071,unknown,True,MOVIES_AND_TV,IDENTITY,3
2077,unknown,True,POLITICS,TEMPORAL,0
209,unknown,True,BUSINESS,NUMERICAL,1
2090,unknown,True,MUSIC,TEMPORAL,2
2092,unknown,True,TECHNOLOGY,IDENTITY,2
2097,unknown,True,SPORTS,OTHER,1
2100,unknown,True,SPORTS,OTHER,3
2101,unknown,True,SPORTS,TEMPORAL,2
2105,unknown,True,TECHNOLOGY,OTHER,3
2110,unknown,True,SPORTS,IDENTITY,1
2115,unknown,True,MUSIC,IDENTITY,1
2116,unknown,True,POLITICS,OTHER,2
212,unknown,True,SPORTS,TEMPORAL,2
2122,unknown,True,POLITICS,OTHER,2
2123,unknown,True,MOVIES_AND_TV,IDENTITY,0
2125,unknown,True,EDUCATION,NUMERICAL,1
2128,unknown,True,MUSIC,OTHER,2
213,unknown,True,SPORTS,TEMPORAL,1
2139,unknown,True,MUSIC,TEMPORAL,1
214,unknown,True,SPORTS,TEMPORAL,2
2140,unknown,True,MOVIES_AND_TV,IDENTITY,1
2141,unknown,True,TECHNOLOGY,NUMERICAL,1
2142,unknown,True,POLITICS,OTHER,1
2144,unknown,True,POLITICS,OTHER,1
2154,unknown,True,OTHER,TEMPORAL,0
2159,unknown,True,TECHNOLOGY,OTHER,2
2160,unknown,True,MUSIC,TEMPORAL,2
2162,unknown,True,MOVIES_AND_TV,IDENTITY,1
2163,unknown,True,POLITICS,TEMPORAL,3
2164,unknown,True,LITERATURE,OTHER,0
2166,unknown,True,POLITICS,OTHER,1
2167,unknown,True,POLITICS,OTHER,2
2170,unknown,True,POLITICS,TEMPORAL,3
2173,unknown,True,OTHER,TEMPORAL,1
2174,unknown,True,OTHER,OTHER,1
2178,unknown,True,MOVIES_AND_TV,OTHER,2
2179,unknown,True,SPORTS,NUMERICAL,1
218,unknown,True,SPORTS,TEMPORAL,2
2180,unknown,True,OTHER,TEMPORAL,1
2191,unknown,True,MUSIC,IDENTITY,3
2192,unknown,True,SPORTS,OTHER,3
2195,unknown,True,MUSIC,IDENTITY,1
2200,unknown,True,POLITICS,OTHER,1
2201,unknown,True,POLITICS,OTHER,2
2202,unknown,True,SPORTS,IDENTITY,3
2203,unknown,True,SPORTS,TEMPORAL,1
2208,unknown,True,SPORTS,TEMPORAL,1
2209,unknown,True,SPORTS,OTHER,1
221,unknown,True,MOVIES_AND_TV,TEMPORAL,3
2212,unknown,True,EDUCATION,TEMPORAL,0
2213,unknown,True,MOVIES_AND_TV,TEMPORAL,3
2214,unknown,True,MOVIES_AND_TV,SPATIAL,2
2216,unknown,True,OTHER,TEMPORAL,2
2217,unknown,True,BUSINESS,NUMERICAL,1
2218,unknown,True,MOVIES_AND_TV,TEMPORAL,3
2220,unknown,True,SPORTS,OTHER,1
2222,unknown,True,SPORTS,OTHER,1
2224,unknown,True,MOVIES_AND_TV,IDENTITY,4
2228,unknown,True,MUSIC,OTHER,3
2232,unknown,True,TECHNOLOGY,OTHER,3
2233,unknown,True,MUSIC,OTHER,4
2234,unknown,True,SPORTS,NUMERICAL,4
2238,unknown,True,SPORTS,OTHER,2
224,unknown,True,MUSIC,TEMPORAL,2
2241,unknown,True,SPORTS,IDENTITY,3
2243,unknown,True,SPORTS,NUMERICAL,2
2244,unknown,True,SPORTS,OTHER,2
2245,unknown,True,SPORTS,NUMERICAL,4
2254,unknown,True,SPORTS,NUMERICAL,2
2255,unknown,True,MOVIES_AND_TV,TEMPORAL,1
2256,unknown,True,SPORTS,OTHER,2
2258,unknown,True,POLITICS,OTHER,0
2259,unknown,True,SCIENCE,OTHER,1
2260,unknown,True,POLITICS,IDENTITY,3
2262,unknown,True,OTHER,NUMERICAL,1
2263,unknown,True,OTHER,NUMERICAL,1
2266,unknown,True,MUSIC,SPATIAL,4
2267,unknown,True,MUSIC,IDENTITY,1
2268,unknown,True,POLITICS,OTHER,2
2269,unknown,True,OTHER,OTHER,2
227,unknown,True,OTHER,TEMPORAL,3
2270,unknown,True,TECHNOLOGY,OTHER,1
2271,unknown,True,OTHER,TEMPORAL,2
2273,unknown,True,OTHER,TEMPORAL,1
2277,unknown,True,SPORTS,TEMPORAL,2
2279,unknown,True,MOVIES_AND_TV,OTHER,0
228,unknown,True,MOVIES_AND_TV,OTHER,2
2282,unknown,True,BUSINESS,IDENTITY,2
2286,unknown,True,MUSIC,OTHER,2
2289,unknown,True,BUSINESS,TEMPORAL,2
2290,unknown,True,MUSIC,OTHER,2
2291,unknown,True,LITERATURE,IDENTITY,2
2294,unknown,True,SPORTS,NUMERICAL,1
2295,unknown,True,POLITICS,NUMERICAL,2
2296,unknown,True,MOVIES_AND_TV,OTHER,1
2298,unknown,True,MUSIC,OTHER,1
230,unknown,True,SPORTS,IDENTITY,1
2300,unknown,False,MUSIC,OTHER,1
2304,unknown,False,POLITICS,IDENTITY,0
2312,unknown,True,OTHER,NUMERICAL,2
2313,unknown,True,POLITICS,OTHER,2
2314,unknown,True,POLITICS,OTHER,4
2315,unknown,True,SPORTS,IDENTITY,0
2322,unknown,True,MUSIC,OTHER,1
2324,unknown,True,LITERATURE,OTHER,0
2328,unknown,True,POLITICS,SPATIAL,0
233,unknown,True,MUSIC,IDENTITY,0
2330,unknown,True,SPORTS,NUMERICAL,2
2331,unknown,True,OTHER,IDENTITY,1
2332,unknown,True,SPORTS,TEMPORAL,0
2333,unknown,True,EDUCATION,TEMPORAL,0
2335,unknown,True,SPORTS,SPATIAL,2
2336,unknown,True,OTHER,IDENTITY,3
2338,unknown,True,MOVIES_AND_TV,TEMPORAL,1
2341,unknown,True,MOVIES_AND_TV,NUMERICAL,1
2342,unknown,True,SPORTS,OTHER,2
2344,unknown,True,MOVIES_AND_TV,IDENTITY,2
2345,unknown,True,POLITICS,IDENTITY,0
2347,unknown,True,MUSIC,IDENTITY,1
235,unknown,True,POLITICS,IDENTITY,2
2350,unknown,True,TECHNOLOGY,IDENTITY,0
2352,unknown,True,MOVIES_AND_TV,OTHER,1
2359,unknown,True,SPORTS,OTHER,0
2360,unknown,True,OTHER,OTHER,1
2361,unknown,True,POLITICS,TEMPORAL,2
2362,unknown,True,POLITICS,OTHER,2
239,unknown,True,MUSIC,OTHER,2
241,unknown,True,SPORTS,OTHER,2
242,unknown,True,MUSIC,OTHER,2
243,unknown,True,SPORTS,TEMPORAL,2
246,unknown,True,SPORTS,TEMPORAL,0
252,unknown,True,MOVIES_AND_TV,OTHER,1
253,unknown,True,TECHNOLOGY,OTHER,1
256,unknown,True,TECHNOLOGY,IDENTITY,3
259,unknown,True,OTHER,OTHER,3
260,unknown,True,SPORTS,IDENTITY,3
262,unknown,True,MUSIC,OTHER,3
265,unknown,True,POLITICS,OTHER,2
268,unknown,True,MUSIC,OTHER,3
27,unknown,True,SPORTS,OTHER,2
274,unknown,True,MOVIES_AND_TV,OTHER,2
277,unknown,True,MOVIES_AND_TV,TEMPORAL,0
282,unknown,True,POLITICS,IDENTITY,3
284,unknown,True,POLITICS,OTHER,3
286,unknown,True,LITERATURE,TEMPORAL,1
287,unknown,True,LITERATURE,TEMPORAL,0
288,unknown,False,OTHER,OTHER,2
289,unknown,True,MOVIES_AND_TV,IDENTITY,0
29,unknown,True,SPORTS,OTHER,2
291,unknown,True,LITERATURE,IDENTITY,3
292,unknown,True,MOVIES_AND_TV,OTHER,2
295,unknown,True,SPORTS,TEMPORAL,1
300,unknown,True,OTHER,IDENTITY,3
301,unknown,True,MUSIC,OTHER,1
302,unknown,True,POLITICS,TEMPORAL,1
303,unknown,True,POLITICS,OTHER,1
304,unknown,True,SPORTS,TEMPORAL,2
306,unknown,False,SPORTS,NUMERICAL,2
307,unknown,True,SPORTS,TEMPORAL,3
31,unknown,True,POLITICS,OTHER,3
313,unknown,True,MUSIC,TEMPORAL,0
315,unknown,True,OTHER,OTHER,1
318,unknown,True,HEALTH,IDENTITY,3
32,unknown,False,SPORTS,NUMERICAL,2
321,unknown,True,MOVIES_AND_TV,NUMERICAL,2
324,unknown,True,MUSIC,OTHER,1
326,unknown,True,POLITICS,OTHER,2
329,unknown,True,MOVIES_AND_TV,IDENTITY,0
334,unknown,True,OTHER,IDENTITY,2
339,unknown,True,OTHER,IDENTITY,3
344,unknown,True,OTHER,IDENTITY,1
348,unknown,True,MOVIES_AND_TV,TEMPORAL,0
35,unknown,True,OTHER,IDENTITY,2
353,unknown,True,POLITICS,OTHER,1
354,unknown,True,POLITICS,OTHER,1
355,unknown,True,POLITICS,NUMERICAL,1
358,unknown,True,SPORTS,TEMPORAL,1
36,unknown,True,OTHER,IDENTITY,1
366,unknown,True,SCIENCE,OTHER,2
368,unknown,True,BUSINESS,OTHER,1
370,unknown,True,SPORTS,TEMPORAL,1
377,unknown,True,POLITICS,TEMPORAL,1
379,unknown,True,POLITICS,TEMPORAL,0
380,unknown,True,POLITICS,IDENTITY,0
382,unknown,True,SPORTS,NUMERICAL,1
388,unknown,True,OTHER,OTHER,1
389,unknown,True,POLITICS,IDENTITY,2
39,unknown,True,MUSIC,OTHER,1
390,unknown,True,POLITICS,OTHER,0
392,unknown,True,FOOD,NUMERICAL,2
397,unknown,True,MOVIES_AND_TV,OTHER,1
399,unknown,True,POLITICS,IDENTITY,2
40,unknown,True,MUSIC,IDENTITY,3
400,unknown,True,SPORTS,NUMERICAL,2
401,unknown,True,SPORTS,IDENTITY,0
403,unknown,True,MUSIC,IDENTITY,4
404,unknown,True,SPORTS,NUMERICAL,1
406,unknown,True,BUSINESS,NUMERICAL,2
407,unknown,True,MOVIES_AND_TV,TEMPORAL,2
410,unknown,True,SPORTS,OTHER,2
414,unknown,True,POLITICS,NUMERICAL,3
416,unknown,True,SCIENCE,IDENTITY,4
419,unknown,True,MUSIC,IDENTITY,0
420,unknown,True,MUSIC,NUMERICAL,1
421,unknown,True,MUSIC,IDENTITY,4
428,unknown,True,MUSIC,IDENTITY,2
43,unknown,True,TECHNOLOGY,OTHER,1
432,unknown,True,SPORTS,TEMPORAL,2
434,unknown,True,EDUCATION,TEMPORAL,1
437,unknown,True,POLITICS,OTHER,1
439,unknown,True,SPORTS,OTHER,0
443,unknown,True,POLITICS,IDENTITY,3
444,unknown,True,POLITICS,IDENTITY,3
445,unknown,True,POLITICS,SPATIAL,2
446,unknown,True,SPORTS,IDENTITY,2
447,unknown,True,SPORTS,NUMERICAL,2
461,unknown,True,SPORTS,OTHER,2
463,unknown,True,SPORTS,SPATIAL,1
465,unknown,True,SPORTS,IDENTITY,2
466,unknown,True,SPORTS,IDENTITY,2
467,unknown,True,MOVIES_AND_TV,TEMPORAL,0
468,unknown,True,SPORTS,NUMERICAL,1
472,unknown,True,TECHNOLOGY,NUMERICAL,3
473,unknown,True,BUSINESS,NUMERICAL,1
474,unknown,True,SPORTS,NUMERICAL,1
477,unknown,True,POLITICS,IDENTITY,2
478,unknown,True,EDUCATION,OTHER,3
479,unknown,True,SPORTS,OTHER,1
481,unknown,True,POLITICS,NUMERICAL,3
482,unknown,True,POLITICS,IDENTITY,1
486,unknown,True,MOVIES_AND_TV,OTHER,3
489,unknown,True,MOVIES_AND_TV,OTHER,4
49,unknown,True,TECHNOLOGY,TEMPORAL,1
492,unknown,True,SPORTS,OTHER,3
493,unknown,True,POLITICS,NUMERICAL,1
496,unknown,True,SPORTS,TEMPORAL,2
497,unknown,True,SPORTS,TEMPORAL,2
498,unknown,True,BUSINESS,OTHER,2
501,unknown,True,LITERATURE,IDENTITY,4
502,unknown,True,LITERATURE,OTHER,0
503,unknown,True,MUSIC,OTHER,3
504,unknown,True,HEALTH,IDENTITY,2
505,unknown,True,SPORTS,IDENTITY,2
507,unknown,True,POLITICS,IDENTITY,1
512,unknown,True,SPORTS,TEMPORAL,1
513,unknown,True,POLITICS,IDENTITY,2
514,unknown,True,POLITICS,IDENTITY,3
518,unknown,True,OTHER,NUMERICAL,0
519,unknown,True,MOVIES_AND_TV,TEMPORAL,2
524,unknown,True,LITERATURE,TEMPORAL,3
525,unknown,True,MOVIES_AND_TV,IDENTITY,1
526,unknown,True,MOVIES_AND_TV,TEMPORAL,3
529,unknown,True,OTHER,IDENTITY,2
53,unknown,True,SPORTS,OTHER,1
536,unknown,True,OTHER,NUMERICAL,1
54,unknown,True,OTHER,IDENTITY,0
544,unknown,True,POLITICS,NUMERICAL,2
549,unknown,True,SPORTS,NUMERICAL,1
55,unknown,False,MUSIC,OTHER,1
555,unknown,True,POLITICS,IDENTITY,2
556,unknown,True,MOVIES_AND_TV,IDENTITY,3
557,unknown,True,POLITICS,IDENTITY,3
559,unknown,True,POLITICS,IDENTITY,2
56,unknown,True,MUSIC,OTHER,2
561,unknown,True,OTHER,SPATIAL,2
567,unknown,True,BUSINESS,OTHER,2
568,unknown,True,POLITICS,OTHER,2
569,unknown,True,SPORTS,IDENTITY,1
570,unknown,True,SPORTS,NUMERICAL,0
572,unknown,True,OTHER,OTHER,1
573,unknown,True,MUSIC,NUMERICAL,3
576,unknown,True,TECHNOLOGY,OTHER,3
58,unknown,True,SPORTS,IDENTITY,2
580,unknown,True,OTHER,TEMPORAL,2
581,unknown,True,POLITICS,OTHER,3
583,unknown,True,EDUCATION,OTHER,2
584,unknown,True,LITERATURE,SPATIAL,1
585,unknown,True,MOVIES_AND_TV,TEMPORAL,3
587,unknown,True,OTHER,TEMPORAL,2
592,unknown,True,OTHER,TEMPORAL,0
594,unknown,True,MOVIES_AND_TV,IDENTITY,2
597,unknown,True,MOVIES_AND_TV,OTHER,4
603,unknown,True,SPORTS,SPATIAL,2
606,unknown,True,MUSIC,IDENTITY,3
609,unknown,True,BUSINESS,NUMERICAL,3
61,unknown,True,BUSINESS,IDENTITY,1
613,unknown,True,BUSINESS,IDENTITY,1
615,unknown,True,POLITICS,IDENTITY,2
621,unknown,True,OTHER,TEMPORAL,3
623,unknown,True,SPORTS,TEMPORAL,3
626,unknown,True,MOVIES_AND_TV,TEMPORAL,0
628,unknown,True,SPORTS,IDENTITY,2
635,unknown,False,SPORTS,TEMPORAL,2
636,unknown,True,MUSIC,TEMPORAL,3
638,unknown,True,SPORTS,IDENTITY,2
641,unknown,True,SPORTS,OTHER,1
642,unknown,True,MUSIC,IDENTITY,1
646,unknown,True,POLITICS,IDENTITY,2
647,unknown,True,OTHER,IDENTITY,3
649,unknown,True,MUSIC,OTHER,3
653,unknown,True,POLITICS,IDENTITY,1
656,unknown,True,SCIENCE,TEMPORAL,3
658,unknown,True,MUSIC,OTHER,3
660,unknown,True,MOVIES_AND_TV,OTHER,2
664,unknown,True,POLITICS,NUMERICAL,0
665,unknown,True,MUSIC,OTHER,2
667,unknown,True,OTHER,IDENTITY,2
668,unknown,True,SPORTS,NUMERICAL,2
67,unknown,True,POLITICS,OTHER,3
675,unknown,True,MOVIES_AND_TV,OTHER,3
678,unknown,True,MUSIC,IDENTITY,0
68,unknown,True,MUSIC,IDENTITY,3
680,unknown,True,MUSIC,OTHER,2
683,unknown,True,BUSINESS,NUMERICAL,0
686,unknown,True,POLITICS,OTHER,1
689,unknown,True,OTHER,NUMERICAL,2
692,unknown,True,SPORTS,TEMPORAL,0
693,unknown,True,BUSINESS,NUMERICAL,1
694,unknown,True,MUSIC,TEMPORAL,3
695,unknown,True,POLITICS,OTHER,3
705,unknown,True,MOVIES_AND_TV,SPATIAL,1
707,unknown,True,SPORTS,IDENTITY,1
710,unknown,True,SPORTS,OTHER,1
712,unknown,True,LITERATURE,NUMERICAL,2
713,unknown,True,MOVIES_AND_TV,NUMERICAL,2
715,unknown,True,MUSIC,TEMPORAL,2
716,unknown,True,LITERATURE,NUMERICAL,2
717,unknown,True,MUSIC,TEMPORAL,0
718,unknown,True,BUSINESS,OTHER,3
719,unknown,True,POLITICS,OTHER,2
72,unknown,True,MOVIES_AND_TV,OTHER,1
721,unknown,True,MOVIES_AND_TV,OTHER,3
724,unknown,True,MOVIES_AND_TV,IDENTITY,1
729,unknown,True,EDUCATION,NUMERICAL,1
73,unknown,True,SPORTS,OTHER,2
731,unknown,True,SPORTS,OTHER,4
734,unknown,True,MOVIES_AND_TV,IDENTITY,4
738,unknown,True,OTHER,TEMPORAL,1
742,unknown,True,SPORTS,IDENTITY,1
744,unknown,True,SPORTS,TEMPORAL,2
745,unknown,True,SPORTS,TEMPORAL,1
746,unknown,True,SPORTS,TEMPORAL,1
747,unknown,True,SPORTS,TEMPORAL,1
75,unknown,True,POLITICS,OTHER,1
751,unknown,True,LITERATURE,OTHER,2
752,unknown,True,MOVIES_AND_TV,IDENTITY,1
755,unknown,True,MUSIC,IDENTITY,4
758,unknown,True,MUSIC,OTHER,1
76,unknown,True,POLITICS,TEMPORAL,2
761,unknown,True,MUSIC,OTHER,3
769,unknown,False,SPORTS,IDENTITY,3
773,unknown,True,LITERATURE,OTHER,1
777,unknown,True,POLITICS,TEMPORAL,3
778,unknown,True,POLITICS,TEMPORAL,3
779,unknown,True,POLITICS,TEMPORAL,3
780,unknown,True,POLITICS,TEMPORAL,3
781,unknown,True,POLITICS,TEMPORAL,3
782,unknown,False,OTHER,IDENTITY,1
783,unknown,True,POLITICS,TEMPORAL,2
787,unknown,True,MOVIES_AND_TV,IDENTITY,1
789,unknown,True,MUSIC,SPATIAL,1
792,unknown,True,BUSINESS,NUMERICAL,2
798,unknown,True,POLITICS,NUMERICAL,2
800,unknown,True,TECHNOLOGY,OTHER,2
803,unknown,True,MOVIES_AND_TV,OTHER,3
806,unknown,True,BUSINESS,OTHER,3
808,unknown,True,POLITICS,IDENTITY,2
81,unknown,True,OTHER,OTHER,1
812,unknown,True,SPORTS,TEMPORAL,2
813,unknown,True,MOVIES_AND_TV,TEMPORAL,1
816,unknown,True,SPORTS,OTHER,2
817,unknown,True,SPORTS,TEMPORAL,3
818,unknown,True,SPORTS,TEMPORAL,1
819,unknown,True,SPORTS,TEMPORAL,3
82,unknown,True,MUSIC,TEMPORAL,2
821,unknown,True,SPORTS,TEMPORAL,1
822,unknown,True,POLITICS,IDENTITY,1
824,unknown,True,MUSIC,OTHER,3
825,unknown,True,SPORTS,TEMPORAL,3
827,unknown,True,SPORTS,TEMPORAL,2
83,unknown,True,POLITICS,IDENTITY,1
830,unknown,True,LITERATURE,OTHER,3
833,unknown,True,MUSIC,IDENTITY,1
834,unknown,True,OTHER,OTHER,1
836,unknown,True,MOVIES_AND_TV,TEMPORAL,2
837,unknown,True,OTHER,IDENTITY,3
839,unknown,True,HEALTH,OTHER,1
84,unknown,True,SPORTS,TEMPORAL,3
842,unknown,True,MUSIC,NUMERICAL,4
845,unknown,True,EDUCATION,SPATIAL,2
847,unknown,True,SPORTS,IDENTITY,2
849,unknown,True,OTHER,TEMPORAL,2
85,unknown,True,MUSIC,TEMPORAL,1
852,unknown,True,HEALTH,TEMPORAL,0
854,unknown,True,MOVIES_AND_TV,TEMPORAL,2
855,unknown,True,MUSIC,IDENTITY,1
858,unknown,True,POLITICS,NUMERICAL,2
859,unknown,True,POLITICS,IDENTITY,1
860,unknown,True,POLITICS,TEMPORAL,2
867,unknown,True,POLITICS,TEMPORAL,1
868,unknown,True,OTHER,OTHER,2
87,unknown,True,SPORTS,OTHER,2
876,unknown,True,SPORTS,OTHER,0
877,unknown,True,SPORTS,OTHER,2
879,unknown,True,SPORTS,IDENTITY,1
88,unknown,True,MUSIC,SPATIAL,2
883,unknown,True,BUSINESS,TEMPORAL,1
886,unknown,True,SPORTS,NUMERICAL,2
888,unknown,True,BUSINESS,NUMERICAL,1
89,unknown,True,MUSIC,IDENTITY,0
891,unknown,True,BUSINESS,OTHER,3
897,unknown,True,OTHER,TEMPORAL,1
899,unknown,True,MUSIC,SPATIAL,2
9,unknown,True,MUSIC,OTHER,1
900,unknown,True,OTHER,OTHER,4
902,unknown,True,POLITICS,NUMERICAL,1
903,unknown,True,SPORTS,TEMPORAL,1
904,unknown,True,POLITICS,OTHER,2
907,unknown,True,MOVIES_AND_TV,TEMPORAL,2
908,unknown,True,SPORTS,TEMPORAL,3
910,unknown,True,SPORTS,NUMERICAL,3
911,unknown,True,MOVIES_AND_TV,OTHER,1
913,unknown,True,SPORTS,SPATIAL,2
914,unknown,True,BUSINESS,IDENTITY,3
918,unknown,True,POLITICS,OTHER,3
920,unknown,True,OTHER,IDENTITY,2
922,unknown,True,OTHER,IDENTITY,3
925,unknown,True,SPORTS,TEMPORAL,1
926,unknown,False,POLITICS,OTHER,1
927,unknown,True,OTHER,TEMPORAL,2
928,unknown,True,TECHNOLOGY,OTHER,4
93,unknown,True,SPORTS,IDENTITY,3
933,unknown,True,SPORTS,TEMPORAL,2
935,unknown,False,BUSINESS,OTHER,4
939,unknown,True,MOVIES_AND_TV,TEMPORAL,3
940,unknown,True,SPORTS,NUMERICAL,1
941,unknown,True,SPORTS,TEMPORAL,0
945,unknown,True,SPORTS,IDENTITY,1
946,unknown,True,OTHER,TEMPORAL,0
949,unknown,True,BUSINESS,IDENTITY,3
95,unknown,True,MUSIC,IDENTITY,1
950,unknown,True,SPORTS,OTHER,0
951,unknown,True,POLITICS,OTHER,3
957,unknown,True,SPORTS,TEMPORAL,1
961,unknown,True,POLITICS,OTHER,4
968,unknown,True,SPORTS,OTHER,2
969,unknown,True,SPORTS,NUMERICAL,1
973,unknown,True,SPORTS,OTHER,0
974,unknown,True,BUSINESS,OTHER,1
977,unknown,True,POLITICS,OTHER,1
988,unknown,True,MOVIES_AND_TV,TEMPORAL,3
989,unknown,True,BUSINESS,NUMERICAL,0
99,unknown,True,SPORTS,IDENTITY,3
990,unknown,True,OTHER,IDENTITY,1
991,unknown,True,POLITICS,NUMERICAL,2
993,unknown,True,SPORTS,NUMERICAL,2
994,unknown,True,SPORTS,NUMERICAL,1
