sample_id,source_model,gold_label,gate_prob_lr,gate_prob_hg,max_prob,answer_len
case_b1508a532c278090,Llama-3.1-8B-Instruct,0,0.290709,0.170395,0.249609,227
case_e4f1466eabaa5535,Mistral-7B-Instruct-v0.1,0,0.511897,0.418521,0.208764,258
case_73326aa966b0f753,Mistral-7B-Instruct-v0.3,0,0.484305,0.374792,0.208899,288
case_98f779305b49d057,Llama-2-7b-chat-hf,1,0.901,0.839535,0.507861,801
case_dbbaa13164b81a85,Llama-3.1-8B-Instruct,0,0.185339,0.035879,0.028896,268
case_19ee7a29e880c694,Mistral-7B-Instruct-v0.1,0,0.182854,0.057111,0.027444,198
case_f197292ff70cce4d,Mistral-7B-Instruct-v0.3,0,0.1863,0.017549,0.032707,224
case_3e71f375fb81e251,Llama-2-7b-chat-hf,0,0.863457,0.928421,0.572808,434
case_790e3131f7a9a94d,Llama-3.1-8B-Instruct,0,0.681012,0.783794,0.477372,280
case_f50d9b98bbb1a948,Mistral-7B-Instruct-v0.1,0,0.632067,0.766154,0.481285,195
case_dbb6b3e9203bf461,Mistral-7B-Instruct-v0.3,0,0.266478,0.261691,0.287877,157
case_58a4efabd546a06a,Llama-2-7b-chat-hf,1,0.800586,0.871303,0.372529,551
case_4f91d620b8d3b13d,Llama-3.1-8B-Instruct,0,0.342429,0.416494,0.076379,413
case_7c899f3b19dbac94,Mistral-7B-Instruct-v0.1,0,0.406316,0.636058,0.113001,326
case_b88b8cfe8c02b1e3,Mistral-7B-Instruct-v0.3,0,0.205052,0.096693,0.035042,328
case_dcc55cc85630cb8e,Llama-2-7b-chat-hf,1,0.770391,0.863786,0.322384,573
case_2c081f1334fd0ecb,Llama-3.1-8B-Instruct,0,0.591986,0.443573,0.380078,301
case_e1499c2f771a734d,Mistral-7B-Instruct-v0.1,1,0.568151,0.851233,0.236155,402
case_0b33434c50724bd4,Mistral-7B-Instruct-v0.3,0,0.668978,0.692366,0.329667,402
case_5ff476bfe82b6c5a,Llama-2-7b-chat-hf,1,0.843496,0.861347,0.317968,859
case_0aa3d8b77f94d899,Llama-3.1-8B-Instruct,0,0.210002,0.042284,0.02833,171
case_06379040d06a78cd,Mistral-7B-Instruct-v0.1,1,0.543759,0.590329,0.131799,519
case_ec24fc20cd66c9c6,Mistral-7B-Instruct-v0.3,0,0.263504,0.29615,0.056386,323
case_cccfa5695797653f,Llama-2-7b-chat-hf,1,0.786798,0.633592,0.368752,395
case_f5d8f7dafded30b3,Llama-3.1-8B-Instruct,0,0.462196,0.166951,0.250198,192
case_130a3adc0cdcf1ef,Mistral-7B-Instruct-v0.1,1,0.536916,0.460648,0.42324,154
case_b53eb422b2cef403,Mistral-7B-Instruct-v0.3,1,0.427635,0.32857,0.263905,236
case_31957d39001d77e1,Llama-2-7b-chat-hf,1,0.825413,0.588224,0.198963,714
case_7b8b2355d9bf3c07,Llama-3.1-8B-Instruct,0,0.207535,0.013864,0.045042,233
case_2384527cacfef4e0,Mistral-7B-Instruct-v0.1,0,0.544167,0.308957,0.18256,228
case_5787837fc1eac427,Mistral-7B-Instruct-v0.3,0,0.198298,0.016513,0.033265,280
case_027f3ca22f4e63cd,Llama-2-7b-chat-hf,0,0.356544,0.302993,0.335271,134
case_f98a0ca95817e61f,Llama-3.1-8B-Instruct,1,0.222992,0.239087,0.039473,112
case_20e885bddd707080,Mistral-7B-Instruct-v0.1,0,0.228468,0.193165,0.280068,75
case_5572d69b03843266,Mistral-7B-Instruct-v0.3,0,0.246972,0.152395,0.289008,78
case_71a41fb055e58e4c,Llama-2-7b-chat-hf,0,0.3651,0.365707,0.334347,132
case_08c65b0d1736c1c6,Llama-3.1-8B-Instruct,0,0.210324,0.091997,0.032047,138
case_4256433e35b9b85c,Mistral-7B-Instruct-v0.1,0,0.21883,0.076046,0.243841,75
case_a88ddd78320503cf,Mistral-7B-Instruct-v0.3,0,0.583181,0.638595,0.156637,288
case_35177144a9efd8ef,Llama-2-7b-chat-hf,1,0.681066,0.854943,0.402138,379
case_61bd51fa2a2e54a6,Llama-3.1-8B-Instruct,0,0.306392,0.190381,0.310786,61
case_af946cb07053725a,Mistral-7B-Instruct-v0.1,1,0.22199,0.09649,0.035053,117
case_e81e7816a10076ed,Mistral-7B-Instruct-v0.3,0,0.357464,0.114878,0.343744,133
case_e07dfafdad4d955e,Llama-2-7b-chat-hf,1,0.500208,0.331134,0.347059,332
case_e544bb28c4af7ec6,Llama-3.1-8B-Instruct,0,0.231875,0.041781,0.045281,150
case_3db4efb3e4ba4fa6,Mistral-7B-Instruct-v0.1,1,0.33873,0.470567,0.319601,65
case_20962c5ccaf67afc,Mistral-7B-Instruct-v0.3,1,0.456715,0.697348,0.151423,193
case_e84669a60955f1d5,Llama-2-7b-chat-hf,0,0.193132,0.293484,0.218948,103
case_5018e925b2797581,Llama-3.1-8B-Instruct,0,0.311548,0.258041,0.308042,78
case_64de72bb2412b498,Mistral-7B-Instruct-v0.1,1,0.249997,0.229772,0.056666,78
case_7d2ce6ab3cae4816,Mistral-7B-Instruct-v0.3,0,0.230644,0.241274,0.262188,65
case_7efa5c7c71eebf20,Llama-2-7b-chat-hf,1,0.328544,0.437918,0.09806,238
case_8689c274dde87c34,Llama-3.1-8B-Instruct,0,0.283755,0.276276,0.07336,288
case_6017fdd826cdbb4b,Mistral-7B-Instruct-v0.1,0,0.222905,0.021755,0.039468,102
case_09974978e19f3bb2,Mistral-7B-Instruct-v0.3,0,0.326532,0.50967,0.089038,359
case_2d89115fc9747a99,Llama-2-7b-chat-hf,0,0.337698,0.28234,0.092605,371
case_7d0d24bfc627bb87,Llama-3.1-8B-Instruct,0,0.220956,0.074749,0.270529,110
case_a5d7ea7fcc46027c,Mistral-7B-Instruct-v0.1,0,0.394128,0.461251,0.111383,201
case_44f041a7d18ba47e,Mistral-7B-Instruct-v0.3,0,0.30416,0.207148,0.315399,106
case_7fb8167f55d229f0,Llama-2-7b-chat-hf,0,0.21792,0.057086,0.03499,347
case_86632918dabb96fb,Llama-3.1-8B-Instruct,0,0.204185,0.075312,0.027718,151
case_1e42cada8aab9a4f,Mistral-7B-Instruct-v0.1,0,0.221899,0.061096,0.047557,182
case_0bef1e6a297598a9,Mistral-7B-Instruct-v0.3,0,0.264273,0.254979,0.067954,357
case_51bcae3533fdc32c,Llama-2-7b-chat-hf,0,0.838439,0.852766,0.358721,513
case_60aa3eaa15137da9,Llama-3.1-8B-Instruct,0,0.540295,0.760147,0.454045,109
case_d2f00c37c5d4594e,Mistral-7B-Instruct-v0.1,0,0.577985,0.490983,0.475214,136
case_797081c025b769b4,Mistral-7B-Instruct-v0.3,0,0.40782,0.394462,0.38777,113
case_1573670e854902f9,Llama-2-7b-chat-hf,0,0.766788,0.698316,0.245339,462
case_cf855388dac67b74,Llama-3.1-8B-Instruct,0,0.199106,0.018375,0.033286,106
case_567ebdb0bedb9e6c,Mistral-7B-Instruct-v0.1,0,0.204486,0.078775,0.03932,133
case_e4b819c870f5d711,Mistral-7B-Instruct-v0.3,0,0.207887,0.070204,0.036056,263
case_5ea63a723c373e7a,Llama-2-7b-chat-hf,1,0.743269,0.740891,0.479402,466
case_53eec737d236f93b,Llama-3.1-8B-Instruct,0,0.213534,0.263275,0.290365,77
case_c1a5bff82e86a24b,Mistral-7B-Instruct-v0.1,0,0.24514,0.401187,0.31081,82
case_959c0cddbebb56e5,Mistral-7B-Instruct-v0.3,1,0.44095,0.576598,0.443042,114
case_95bd5799b10aa259,Llama-2-7b-chat-hf,1,0.508902,0.457818,0.41798,191
case_9ca472b10157d297,Llama-3.1-8B-Instruct,0,0.202019,0.051193,0.031216,134
case_38ebad9ec5e64535,Mistral-7B-Instruct-v0.1,1,0.251376,0.868258,0.310258,82
case_92706c98f4ff64f3,Mistral-7B-Instruct-v0.3,0,0.25421,0.119725,0.07707,245
case_ebcd1eeb889b3a0b,Llama-2-7b-chat-hf,1,0.982154,0.879111,0.684667,875
case_b418e909e6bb8ad0,Llama-3.1-8B-Instruct,0,0.366556,0.210288,0.361775,119
case_25a98cc8ebab3623,Mistral-7B-Instruct-v0.1,0,0.327432,0.236725,0.310771,120
case_2b6e7c33c1527ac5,Mistral-7B-Instruct-v0.3,0,0.227785,0.234105,0.268586,104
case_d5d75033cbffb8a3,Llama-2-7b-chat-hf,1,0.976731,0.936146,0.544455,1129
case_0d1d86eff47d09b3,Llama-3.1-8B-Instruct,0,0.203709,0.083163,0.03264,20
case_a243a0254a192ede,Mistral-7B-Instruct-v0.1,1,0.41064,0.154464,0.163615,77
case_bb9ded84a1205dd1,Mistral-7B-Instruct-v0.3,1,0.240465,0.1677,0.062808,210
case_722637692069aa30,Llama-2-7b-chat-hf,1,0.816995,0.905987,0.524923,422
case_54291980dbf842c9,Llama-3.1-8B-Instruct,0,0.401427,0.4568,0.37446,97
case_ef235d1bc38c33e4,Mistral-7B-Instruct-v0.1,1,0.346706,0.491915,0.347601,71
case_438386bbb136c565,Mistral-7B-Instruct-v0.3,0,0.474314,0.489359,0.392555,141
case_1dca2b944ab08220,Llama-2-7b-chat-hf,1,0.482522,0.4424,0.394363,207
case_20466df2469cbdf3,Llama-3.1-8B-Instruct,0,0.206957,0.023518,0.038632,96
case_6ede7089fd64dc00,Mistral-7B-Instruct-v0.1,0,0.20284,0.016371,0.028208,111
case_7cbed07a80ea0536,Mistral-7B-Instruct-v0.3,0,0.206453,0.050709,0.03131,192
case_f30d31e828cd8f1b,Llama-2-7b-chat-hf,0,0.529658,0.5478,0.346847,250
case_6b2b0729ccad89a1,Llama-3.1-8B-Instruct,0,0.453215,0.276219,0.219618,202
case_927703a169526261,Mistral-7B-Instruct-v0.1,0,0.399464,0.337829,0.294909,187
case_7185c715bcc3c7ad,Mistral-7B-Instruct-v0.3,0,0.412519,0.240214,0.26795,178
case_bc4a1dc5abbe77f4,Llama-2-7b-chat-hf,1,0.52372,0.485612,0.356614,241
case_082413dcc784c518,Llama-3.1-8B-Instruct,0,0.281192,0.292804,0.072933,276
case_3f360409c26bc87a,Mistral-7B-Instruct-v0.1,1,0.373047,0.236591,0.330702,178
case_36017427e24206bc,Mistral-7B-Instruct-v0.3,1,0.348836,0.311805,0.300132,139
case_caeb0d48afd452a3,Llama-2-7b-chat-hf,1,0.644275,0.588261,0.352114,377
case_9b2bbcd05dc6e75d,Llama-3.1-8B-Instruct,0,0.396987,0.191676,0.109286,139
case_e51d197e7d641b96,Mistral-7B-Instruct-v0.1,0,0.363981,0.492453,0.087887,211
case_93b9f13d9aa596a8,Mistral-7B-Instruct-v0.3,0,0.216134,0.038955,0.029884,281
case_2747681610897b8d,Llama-2-7b-chat-hf,0,0.297235,0.245332,0.070892,412
case_950367e0ea4c8f3e,Llama-3.1-8B-Instruct,0,0.215465,0.026153,0.035774,91
case_1237d58d7c954f5b,Mistral-7B-Instruct-v0.1,0,0.221938,0.027795,0.039037,166
case_dc9b5a81529af34e,Mistral-7B-Instruct-v0.3,0,0.214569,0.04005,0.028425,229
case_404b75d450667af8,Llama-2-7b-chat-hf,1,0.804347,0.744265,0.490533,603
case_24a4ad5f69480864,Llama-3.1-8B-Instruct,0,0.255464,0.382827,0.327381,90
case_45af3548e34fa894,Mistral-7B-Instruct-v0.1,0,0.33534,0.380422,0.35779,107
case_1fe676f55a61a142,Mistral-7B-Instruct-v0.3,0,0.499876,0.270003,0.435212,113
case_695021368b7f6798,Llama-2-7b-chat-hf,1,0.793553,0.864453,0.499772,491
case_4f2daf059f5daf40,Llama-3.1-8B-Instruct,0,0.495379,0.409925,0.184255,260
case_ddc902f0c5c4bc07,Mistral-7B-Instruct-v0.1,1,0.267507,0.476377,0.06524,167
case_e05685a85410481e,Mistral-7B-Instruct-v0.3,1,0.697782,0.300146,0.446979,311
case_cd8987280cb0a794,Llama-2-7b-chat-hf,0,0.805177,0.853011,0.493538,650
case_8376f3c5a73dccc6,Llama-3.1-8B-Instruct,0,0.518086,0.68711,0.432717,232
case_c3975828278bdb1f,Mistral-7B-Instruct-v0.1,0,0.853221,0.82767,0.528131,684
case_8b01dfd4e2421c65,Mistral-7B-Instruct-v0.3,0,0.597082,0.345916,0.448817,347
case_7bff7b131d8becb4,Llama-2-7b-chat-hf,0,0.925421,0.987383,0.57534,723
case_b594855151cbf7f1,Llama-3.1-8B-Instruct,0,0.819195,0.532911,0.539114,322
case_12ff61d5a1fe5cf0,Mistral-7B-Instruct-v0.1,0,0.706556,0.839617,0.500704,284
case_3ffeedc18a5cf0a4,Mistral-7B-Instruct-v0.3,0,0.723137,0.647416,0.509836,316
case_161e175f9533547e,Llama-2-7b-chat-hf,1,0.876095,0.875637,0.514732,676
case_7d98267d41e9e8ac,Llama-3.1-8B-Instruct,0,0.211719,0.037759,0.036276,252
case_1675aaa96e59a847,Mistral-7B-Instruct-v0.1,0,0.212335,0.037649,0.043262,126
case_e687fbdca17fd790,Mistral-7B-Instruct-v0.3,0,0.73941,0.672866,0.23494,414
case_63eeeb543b3c6bfe,Llama-2-7b-chat-hf,0,0.380008,0.194361,0.344649,162
case_b51309080401c74c,Llama-3.1-8B-Instruct,0,0.321417,0.339894,0.362649,95
case_6b5b45800e205b6d,Mistral-7B-Instruct-v0.1,0,0.321419,0.339894,0.36265,95
case_0d0ce559670c2802,Mistral-7B-Instruct-v0.3,0,0.370832,0.214193,0.383949,93
case_18b847091e530144,Llama-2-7b-chat-hf,1,0.331407,0.247272,0.314664,167
case_204a6816b4c09a90,Llama-3.1-8B-Instruct,0,0.202181,0.013459,0.032222,67
case_056788151c48a2bb,Mistral-7B-Instruct-v0.1,1,0.322471,0.163207,0.239906,90
case_e9c9513e2b02a04d,Mistral-7B-Instruct-v0.3,0,0.220644,0.42597,0.043319,150
case_79c348c793909659,Llama-2-7b-chat-hf,0,0.643619,0.838024,0.412979,499
case_c560e231a222bd3c,Llama-3.1-8B-Instruct,0,0.399762,0.27849,0.340496,315
case_221df9e3785acbab,Mistral-7B-Instruct-v0.1,0,0.724454,0.644466,0.385996,433
case_1db834f77368a4c1,Mistral-7B-Instruct-v0.3,0,0.43577,0.252693,0.393294,221
case_d369f8f17f4406c7,Llama-2-7b-chat-hf,1,0.99658,0.911795,0.600648,1930
case_8463559eb6d1503c,Llama-3.1-8B-Instruct,0,0.21581,0.133148,0.041022,293
case_af85f79d8f95f731,Mistral-7B-Instruct-v0.1,1,0.749931,0.824023,0.500464,493
case_0c37b02d62b3172d,Mistral-7B-Instruct-v0.3,0,0.245267,0.433828,0.053512,363
case_31d7a7e6d3e22789,Llama-2-7b-chat-hf,1,0.747398,0.74838,0.46245,482
case_00e3ee2b3b272f73,Llama-3.1-8B-Instruct,0,0.215894,0.119405,0.266099,90
case_430c1c27d438a09e,Mistral-7B-Instruct-v0.1,1,0.196843,0.007423,0.035576,114
case_b4066ac6e4896e43,Mistral-7B-Instruct-v0.3,0,0.337983,0.419942,0.341087,134
case_e661d515d8122cc3,Llama-2-7b-chat-hf,1,0.88687,0.718494,0.238826,774
case_83ee76547c96c0de,Llama-3.1-8B-Instruct,0,0.194611,0.01058,0.026072,198
case_29bc64784234b244,Mistral-7B-Instruct-v0.1,0,0.206643,0.020393,0.036417,214
case_1187329c9b722e0d,Mistral-7B-Instruct-v0.3,0,0.221162,0.161714,0.046417,322
case_d8bdfd25b84e3dd5,Llama-2-7b-chat-hf,1,0.560973,0.551434,0.12102,509
case_2c0313b210ed2773,Llama-3.1-8B-Instruct,0,0.265432,0.193267,0.068766,200
case_0f0dde2b042755aa,Mistral-7B-Instruct-v0.1,0,0.531809,0.316647,0.146729,200
case_867faa0cc33f3bf1,Mistral-7B-Instruct-v0.3,0,0.28491,0.119169,0.271486,125
case_0418820979d6e6a2,Llama-2-7b-chat-hf,1,0.270473,0.648494,0.057665,578
case_ba7e6f4b754077c2,Llama-3.1-8B-Instruct,0,0.196029,0.001242,0.023764,158
case_bb359f4a24dd4352,Mistral-7B-Instruct-v0.1,0,0.210983,0.299706,0.036097,271
case_2df252cb5704670f,Mistral-7B-Instruct-v0.3,0,0.203611,0.012375,0.029094,206
case_5b0f5f1fb0280839,Llama-2-7b-chat-hf,1,0.767272,0.545073,0.484315,422
case_e5576544c97f3484,Llama-3.1-8B-Instruct,0,0.409608,0.315445,0.278382,211
case_42a50e543ea8a0c8,Mistral-7B-Instruct-v0.1,0,0.297982,0.437255,0.074386,460
case_e5bddce739627d52,Mistral-7B-Instruct-v0.3,0,0.568157,0.558268,0.387969,273
case_84ba8b36bd445fe9,Llama-2-7b-chat-hf,1,0.711452,0.444754,0.225758,470
case_3316866177db3a18,Llama-3.1-8B-Instruct,0,0.475683,0.430296,0.11821,320
case_ed629033f6b661a2,Mistral-7B-Instruct-v0.1,1,0.495075,0.41178,0.175783,346
case_81df1be86ebe87aa,Mistral-7B-Instruct-v0.3,0,0.229695,0.076492,0.058834,386
case_6df4958db9009c14,Llama-2-7b-chat-hf,0,0.257332,0.335946,0.209873,122
case_72e65f2a5e1b082b,Llama-3.1-8B-Instruct,0,0.246502,0.427751,0.233315,119
case_831580ac7545694e,Mistral-7B-Instruct-v0.1,0,0.215164,0.384896,0.211341,84
case_980992059144b5ed,Mistral-7B-Instruct-v0.3,0,0.195083,0.254256,0.251456,85
case_c3e853417c8d9699,Llama-2-7b-chat-hf,1,0.516057,0.409981,0.455247,122
case_47edb1bf4aeac12c,Llama-3.1-8B-Instruct,0,0.201387,0.002884,0.031481,143
case_9272c6d7b5e61519,Mistral-7B-Instruct-v0.1,0,0.198554,0.002219,0.025622,154
case_f63a4fbe0a499fad,Mistral-7B-Instruct-v0.3,0,0.204916,0.01851,0.031184,278
case_542d9a1d20c8def1,Llama-2-7b-chat-hf,1,0.738375,0.329366,0.446473,394
case_f500570abd7c000c,Llama-3.1-8B-Instruct,0,0.338303,0.133775,0.289948,107
case_66284f9642ee8c2c,Mistral-7B-Instruct-v0.1,1,0.700529,0.169928,0.474711,229
case_f7b947234a771473,Mistral-7B-Instruct-v0.3,0,0.357235,0.182998,0.222838,108
case_c24ca7127a2afc24,Llama-2-7b-chat-hf,1,0.701711,0.669941,0.458111,277
case_cb18837b0369f740,Llama-3.1-8B-Instruct,0,0.213102,0.015365,0.02729,117
case_18d93ac07a45f230,Mistral-7B-Instruct-v0.1,0,0.220045,0.122957,0.038697,113
case_e3117796e8e8360b,Mistral-7B-Instruct-v0.3,0,0.376221,0.341017,0.092542,335
case_5e309390fe62a044,Llama-2-7b-chat-hf,1,0.966598,0.806134,0.535338,1240
case_4891074d2acf03f1,Llama-3.1-8B-Instruct,0,0.503251,0.223086,0.404636,199
case_b1e639765e0f91ec,Mistral-7B-Instruct-v0.1,1,0.713279,0.712426,0.463203,442
case_d82d9584c380e21b,Mistral-7B-Instruct-v0.3,1,0.783939,0.39609,0.518918,402
case_2e211b4e2497860c,Llama-2-7b-chat-hf,1,0.982697,0.974155,0.552556,1467
case_c0d80a5321439a12,Llama-3.1-8B-Instruct,0,0.226338,0.168817,0.049682,20
case_e8ffa9199756027b,Mistral-7B-Instruct-v0.1,1,0.787051,0.766297,0.513303,456
case_89c479c89b879cde,Mistral-7B-Instruct-v0.3,1,0.945379,0.964106,0.439162,1056
case_c4d37a2322a73e92,Llama-2-7b-chat-hf,0,0.655017,0.503689,0.459295,402
case_f2ba75778a4c2240,Llama-3.1-8B-Instruct,0,0.322355,0.543897,0.354953,185
case_ad96713278fc5238,Mistral-7B-Instruct-v0.1,0,0.264051,0.329668,0.338276,108
case_64ab36ab47bf32a1,Mistral-7B-Instruct-v0.3,0,0.317499,0.397295,0.358802,141
case_0d08d2fdc719010e,Llama-2-7b-chat-hf,1,0.534843,0.342725,0.415682,296
case_fb436995f4b8ff5c,Llama-3.1-8B-Instruct,0,0.533356,0.439912,0.154773,408
case_37c818971f3357a9,Mistral-7B-Instruct-v0.1,1,0.28477,0.212515,0.304389,158
case_00cdceeb5153d7f7,Mistral-7B-Instruct-v0.3,0,0.683525,0.490515,0.205216,392
case_f56c03f983c3f97b,Llama-2-7b-chat-hf,1,0.408348,0.165228,0.334938,121
case_766b75d36167ca02,Llama-3.1-8B-Instruct,0,0.311146,0.26493,0.310002,62
case_6ca7019840b3b858,Mistral-7B-Instruct-v0.1,0,0.327855,0.369753,0.315536,66
case_ea9943fbfd625962,Mistral-7B-Instruct-v0.3,0,0.327856,0.369753,0.315536,66
case_f4926dfa3079e497,Llama-2-7b-chat-hf,1,0.404945,0.733993,0.102326,340
case_66baadd3e231abb2,Llama-3.1-8B-Instruct,0,0.219307,0.071101,0.031066,92
case_d9f297fd5705f0fb,Mistral-7B-Instruct-v0.1,0,0.2247,0.087874,0.040971,86
case_80d5d9921b507e80,Mistral-7B-Instruct-v0.3,0,0.222977,0.301069,0.030875,192
case_a631ec2d099e0458,Llama-2-7b-chat-hf,1,0.880197,0.807334,0.465358,886
case_8e6329ca44666663,Llama-3.1-8B-Instruct,0,0.691974,0.53672,0.198876,529
case_aca16c46efe00dbf,Mistral-7B-Instruct-v0.1,1,0.41455,0.235871,0.376884,89
case_bd66a994e9e74d8d,Mistral-7B-Instruct-v0.3,1,0.775428,0.59181,0.24796,429
case_09b63cb399517fb5,Llama-2-7b-chat-hf,0,0.676301,0.786855,0.47006,297
case_d3a761163e8e31bd,Llama-3.1-8B-Instruct,0,0.531246,0.894926,0.457854,112
case_bb213ce6c9224c3b,Mistral-7B-Instruct-v0.1,0,0.46091,0.710612,0.426371,74
case_43e42639006bbbb1,Mistral-7B-Instruct-v0.3,1,0.510633,0.38783,0.428956,142
case_7f0344d42516195f,Llama-2-7b-chat-hf,0,0.353248,0.542629,0.087162,339
case_c43120ac363f8bb6,Llama-3.1-8B-Instruct,0,0.21285,0.253784,0.036813,224
case_22b0c876b90d0b5b,Mistral-7B-Instruct-v0.1,0,0.2025,0.109499,0.029794,172
case_8abe9fda72cfe8c6,Mistral-7B-Instruct-v0.3,0,0.245654,0.500353,0.056992,320
case_732be31a3071a3cb,Llama-2-7b-chat-hf,0,0.603356,0.377684,0.402513,377
case_c2350e0e0ae39b9b,Llama-3.1-8B-Instruct,1,0.335213,0.527024,0.12744,181
case_fc600ece3a55e99b,Mistral-7B-Instruct-v0.1,0,0.405124,0.086863,0.258989,118
case_bbdccc8060a0e277,Mistral-7B-Instruct-v0.3,0,0.330901,0.52238,0.106163,202
case_7368e8ae8b19cf0b,Llama-2-7b-chat-hf,0,0.472126,0.745928,0.130721,477
case_49cc17555c92293e,Llama-3.1-8B-Instruct,0,0.175857,0.003866,0.026455,123
case_ebbdb05fc978c725,Mistral-7B-Instruct-v0.1,1,0.408865,0.213243,0.326529,191
case_131c37da0a32b286,Mistral-7B-Instruct-v0.3,0,0.196958,0.115726,0.041087,282
case_4ecd161c579844f3,Llama-2-7b-chat-hf,0,0.720507,0.914781,0.488173,278
case_0ec178714836a91b,Llama-3.1-8B-Instruct,0,0.494597,0.43196,0.401817,147
case_cd5b03cc6c620415,Mistral-7B-Instruct-v0.1,0,0.481967,0.461707,0.390185,96
case_c29a1eb7b445af4d,Mistral-7B-Instruct-v0.3,0,0.620593,0.562003,0.462499,149
case_e7dc25079f533e37,Llama-2-7b-chat-hf,1,0.759862,0.890831,0.294439,691
case_52da56002f952cc3,Llama-3.1-8B-Instruct,0,0.219061,0.004442,0.036992,157
case_3bbf4f59d3b48f09,Mistral-7B-Instruct-v0.1,0,0.218026,0.008015,0.036726,130
case_0d61ef2be7abc080,Mistral-7B-Instruct-v0.3,0,0.224043,0.023376,0.043139,145
case_244100611f83d525,Llama-2-7b-chat-hf,0,0.348686,0.241856,0.340668,211
case_408285a038a580f5,Llama-3.1-8B-Instruct,0,0.66043,0.26256,0.311638,233
case_b0cf78580ca1772a,Mistral-7B-Instruct-v0.1,1,0.184414,0.105168,0.03715,201
case_b83178db4ba9aadf,Mistral-7B-Instruct-v0.3,0,0.224864,0.154143,0.06926,325
case_fbff093c0a1acef6,Llama-2-7b-chat-hf,1,0.629018,0.283191,0.447458,321
case_ee131f5ceb7a2127,Llama-3.1-8B-Instruct,0,0.191784,0.034723,0.03616,190
case_e9210b2d5cb3a5f9,Mistral-7B-Instruct-v0.1,1,0.244024,0.287352,0.0593,330
case_d8151537b43de39f,Mistral-7B-Instruct-v0.3,0,0.195375,0.087178,0.03914,278
case_c3b5e53ad4e705f7,Llama-2-7b-chat-hf,0,0.286082,0.189231,0.299949,135
case_bac244faf405b78c,Llama-3.1-8B-Instruct,0,0.2578,0.279198,0.291145,122
case_06780caf9dddc724,Mistral-7B-Instruct-v0.1,0,0.296734,0.397149,0.318924,125
case_4f23c15eace57895,Mistral-7B-Instruct-v0.3,0,0.305088,0.403785,0.337592,113
